hotel,country,total_reservas,cancelamentos,taxa_bruta,log_reservas,estimativa_bayesiana,erro_padrao,shrinkage,ic_inferior,ic_superior
Resort Hotel,CHE,435,112,0.2574712643678161,2.6384892569546374,0.25762013707765014,0.020658331097869704,1.48872709834047e-4,0.21712980812582552,0.2981104660294748
Resort Hotel,CHL,17,3,0.17647058823529413,1.2304489213782739,0.2140003260201797,0.07470218411322364,0.03752973778488558,0.06758404515826136,0.3604166068820981
Resort Hotel,CHN,134,9,0.06716417910447761,2.1271047983648077,0.08461473330200504,0.022943349324591605,0.017450554197527432,0.039645768625805496,0.1295836979782046
Resort Hotel,CIV,2,0,0,0.3010299956639812,0.2278694770330245,0.10779501384749474,0.2278694770330245,0.016591249891934806,0.4391477041741142
Resort Hotel,CMR,2,0,0,0.3010299956639812,0.2278694770330245,0.10779501384749474,0.2278694770330245,0.016591249891934806,0.4391477041741142
Resort Hotel,CN,710,96,0.1352112676056338,2.8512583487190755,0.13752539326008933,0.012807160502142218,0.0023141256544555455,0.1124233586758906,0.16262742784428807
Resort Hotel,COL,16,4,0.25,1.2041199826559248,0.2556586101323854,0.08080860012840019,0.005658610132385389,0.09727375388072101,0.41404346638404976
Resort Hotel,COM,1,0,0,0,0.2439825842088595,0.11420677911254053,0.2439825842088595,0.020137297148280053,0.4678278712694389
Resort Hotel,CPV,5,0,0,0.6989700043360189,0.19018822324926635,0.09213885732654617,0.19018822324926635,0.009596062889235868,0.3707803836092968
Resort Hotel,CRI,2,0,0,0.3010299956639812,0.2278694770330245,0.10779501384749474,0.2278694770330245,0.016591249891934806,0.4391477041741142
Resort Hotel,CUB,4,0,0,0.6020599913279624,0.20128317475250562,0.09684362713330578,0.20128317475250562,0.011469665571226278,0.39109668393378494
Resort Hotel,CYM,1,0,0,0,0.2439825842088595,0.11420677911254053,0.2439825842088595,0.020137297148280053,0.4678278712694389
Resort Hotel,CYP,8,2,0.25,0.9030899869919435,0.2577998057656358,0.09513276494679676,0.0077998057656358255,0.07133958646991417,0.4442600250613575
Resort Hotel,CZE,27,4,0.14814814814814814,1.4313637641589874,0.18560097037288256,0.06136347442499266,0.03745282222473442,0.06532856049989695,0.3058733802458682
Resort Hotel,DEU,1203,146,0.12136325852036575,3.0802656273398448,0.12288892747662827,0.00941437629472065,0.0015256689562625214,0.10443674993897581,0.14134110501428074
Resort Hotel,DJI,1,0,0,0,0.2439825842088595,0.11420677911254053,0.2439825842088595,0.020137297148280053,0.4678278712694389
Resort Hotel,DNK,65,5,0.07692307692307693,1.8129133566428555,0.10814138531526252,0.03513193482522751,0.03121830839218559,0.03928279305781661,0.1769999775727084
Resort Hotel,DOM,3,0,0,0.47712125471966244,0.21375280602633726,0.10203720066889613,0.21375280602633726,0.013759892715300842,0.4137457193373737
Resort Hotel,DZA,12,5,0.4166666666666667,1.0791812460476249,0.33610745464239494,0.09420830172115262,0.08055921202427174,0.15145918326893582,0.5207557260158541
Resort Hotel,ECU,2,0,0,0.3010299956639812,0.2278694770330245,0.10779501384749474,0.2278694770330245,0.016591249891934806,0.4391477041741142
Resort Hotel,EGY,1,0,0,0,0.2439825842088595,0.11420677911254053,0.2439825842088595,0.020137297148280053,0.4678278712694389
Resort Hotel,ESP,3957,851,0.21506191559262067,3.597366050266028,0.2152191024866568,0.006522462734297977,1.571868940361265e-4,0.20243507552743276,0.22800312944588083
Resort Hotel,EST,33,4,0.12121212121212122,1.5185139398778875,0.1614665820792382,0.05416938626829181,0.04025446086711698,0.05529458499338624,0.26763857916509015
Resort Hotel,FIN,151,16,0.10596026490066225,2.1789769472931693,0.11849731007976182,0.025226463884492966,0.012537045179099565,0.06905344086615561,0.16794117929336802
Resort Hotel,FJI,1,1,1,0,0.3146945873504639,0.12349042568635764,0.6853054126495361,0.07265335300520293,0.5567358216957249
Resort Hotel,FRA,1611,211,0.13097454996896338,3.207095540419218,0.13203918575044823,0.008400197493384628,0.0010646357814848573,0.11557479866341436,0.1485035728374821
Resort Hotel,GBR,6814,891,0.1307601995890813,3.8334021292318585,0.13101388356803698,0.004083622755981361,2.536839789556711e-4,0.1230099829663135,0.13901778416976043
Resort Hotel,GEO,11,7,0.6363636363636364,1.0413926851582251,0.43287325589350784,0.10084049809888683,0.20349038047012852,0.23522587961968966,0.630520632167326
Resort Hotel,GGY,1,1,1,0,0.3146945873504639,0.12349042568635764,0.6853054126495361,0.07265335300520293,0.5567358216957249
Resort Hotel,GIB,13,6,0.46153846153846156,1.1139433523068367,0.36150320978569356,0.093965214081686,0.100035251752768,0.17733139018558902,0.5456750293857981
Resort Hotel,GRC,10,2,0.2,1,0.2355198604705405,0.08820590103411222,0.03551986047054048,0.06263629444368055,0.40840342649740047
Resort Hotel,HKG,4,3,0.75,0.6020599913279624,0.37629324604432113,0.11701036354079332,0.37370675395567887,0.14695293350436622,0.605633558584276
Resort Hotel,HRV,11,2,0.18181818181818182,1.0413926851582251,0.2257642013446332,0.08509003536771088,0.043946019526451385,0.05898773202391988,0.39254067066534654
Resort Hotel,HUN,47,9,0.19148936170212766,1.6720978579357175,0.2070166759233861,0.05224517961870795,0.015527314221258443,0.10461612387071852,0.3094172279760537
Resort Hotel,IDN,5,2,0.4,0.6989700043360189,0.3004304381475701,0.10763323298406259,0.09956956185242993,0.08946930149880741,0.5113915747963328
Resort Hotel,IND,37,4,0.10810810810810811,1.568201724066995,0.1485858035945512,0.05022949783386917,0.04047769548644309,0.05013598784016762,0.24703561934893478
Resort Hotel,IRL,2166,432,0.1994459833795014,3.3356584522893016,0.19982653539473494,0.008565957181902395,3.805520152335429e-4,0.18303725931820625,0.21661581147126363
Resort Hotel,IRN,5,0,0,0.6989700043360189,0.19018822324926635,0.09213885732654617,0.19018822324926635,0.009596062889235868,0.3707803836092968
Resort Hotel,ISL,6,0,0,0.7781512503836436,0.18025250552428349,0.0878594571811311,0.18025250552428349,0.008047969449266529,0.35245704159930047
Resort Hotel,ISR,28,12,0.42857142857142855,1.4471580313422192,0.3755388344292712,0.07549846599983227,0.05303259414215733,0.22756184106959995,0.5235158277889425
Resort Hotel,ITA,459,80,0.17429193899782136,2.661812685537261,0.1767485057618529,0.01755528486782458,0.002456566764031526,0.14234014742091672,0.21115686410278905
Resort Hotel,JAM,5,0,0,0.6989700043360189,0.19018822324926635,0.09213885732654617,0.19018822324926635,0.009596062889235868,0.3707803836092968
Resort Hotel,JEY,3,3,1,0.47712125471966244,0.399604871741677,0.12191496992394914,0.600395128258323,0.16065153069073673,0.6385582127926173
Resort Hotel,JOR,2,0,0,0.3010299956639812,0.2278694770330245,0.10779501384749474,0.2278694770330245,0.016591249891934806,0.4391477041741142
Resort Hotel,JPN,9,0,0,0.9542425094393249,0.155830110246438,0.07707853707205398,0.155830110246438,0.004756177585212212,0.3069040429076638
Resort Hotel,KAZ,5,1,0.2,0.6989700043360189,0.24530933069841823,0.10101840133340188,0.04530933069841822,0.04731326408495054,0.4433053973118859
Resort Hotel,KOR,9,3,0.3333333333333333,0.9542425094393249,0.2913200176228174,0.09656129737523829,0.04201331571051592,0.10205987476735034,0.48058016047828445
Resort Hotel,KWT,3,1,0.3333333333333333,0.47712125471966244,0.27570349459811716,0.11122499612477742,0.057629838735216155,0.05770250219355344,0.4937044870026809
Resort Hotel,LBN,6,3,0.5,0.7781512503836436,0.3369770001628525,0.1080369309800183,0.16302299983714752,0.1252246154420166,0.5487293848836884
Resort Hotel,LKA,1,0,0,0,0.2439825842088595,0.11420677911254053,0.2439825842088595,0.020137297148280053,0.4678278712694389
Resort Hotel,LTU,46,1,0.021739130434782608,1.662757831681574,0.07524905948109988,0.03430168074150387,0.05350992904631727,0.008017765227752285,0.14248035373444745
Resort Hotel,LUX,80,26,0.325,1.9030899869919435,0.31618830439072854,0.04818020961366444,0.008811695609271475,0.22175509354794623,0.41062151523351087
Resort Hotel,LVA,33,4,0.12121212121212122,1.5185139398778875,0.1614665820792382,0.05416938626829181,0.04025446086711698,0.05529458499338624,0.26763857916509015
Resort Hotel,MAC,1,0,0,0,0.2439825842088595,0.11420677911254053,0.2439825842088595,0.020137297148280053,0.4678278712694389
Resort Hotel,MAR,75,36,0.48,1.8750612633917,0.44757809042490715,0.05296374979942814,0.03242190957509283,0.343769140818028,0.5513870400317863
Resort Hotel,MDG,1,0,0,0,0.2439825842088595,0.11420677911254053,0.2439825842088595,0.020137297148280053,0.4678278712694389
Resort Hotel,MDV,6,4,0.6666666666666666,0.7781512503836436,0.3892184983757088,0.1114416377264791,0.2774481682909578,0.1707928884318098,0.6076441083196078
Resort Hotel,MEX,6,0,0,0.7781512503836436,0.18025250552428349,0.0878594571811311,0.18025250552428349,0.008047969449266529,0.35245704159930047
Resort Hotel,MKD,1,0,0,0,0.2439825842088595,0.11420677911254053,0.2439825842088595,0.020137297148280053,0.4678278712694389
Resort Hotel,MLT,2,0,0,0.3010299956639812,0.2278694770330245,0.10779501384749474,0.2278694770330245,0.016591249891934806,0.4391477041741142
Resort Hotel,MOZ,6,3,0.5,0.7781512503836436,0.3369770001628525,0.1080369309800183,0.16302299983714752,0.1252246154420166,0.5487293848836884
Resort Hotel,MUS,1,0,0,0,0.2439825842088595,0.11420677911254053,0.2439825842088595,0.020137297148280053,0.4678278712694389
Resort Hotel,MWI,2,0,0,0.3010299956639812,0.2278694770330245,0.10779501384749474,0.2278694770330245,0.016591249891934806,0.4391477041741142
Resort Hotel,MYS,10,0,0,1,0.14909642338172488,0.07404138886606175,0.14909642338172488,0.0039753012042438585,0.2942175455592059
Resort Hotel,NGA,10,2,0.2,1,0.2355198604705405,0.08820590103411222,0.03551986047054048,0.06263629444368055,0.40840342649740047
Resort Hotel,NLD,514,56,0.10894941634241245,2.710963118995276,0.11277869100026332,0.01377735186215461,0.0038292746578508646,0.08577508135044029,0.13978230065008634
Resort Hotel,NOR,123,23,0.18699186991869918,2.089905111439398,0.19428534380468057,0.03390898538379328,0.007293473885981394,0.12782373245244574,0.26074695515691537
Resort Hotel,NPL,1,0,0,0,0.2439825842088595,0.11420677911254053,0.2439825842088595,0.020137297148280053,0.4678278712694389
Resort Hotel,NULL,464,45,0.09698275862068965,2.6665179805548807,0.10154290185651348,0.013827691852424806,0.004560143235823821,0.07444062582576086,0.1286451778872661
Resort Hotel,NZL,14,0,0,1.146128035678238,0.12712352026880516,0.06393953344602506,0.12712352026880516,0.001802034714596057,0.25244500582301427
Resort Hotel,OMN,11,0,0,1.0413926851582251,0.14292057952508333,0.07123156051390808,0.14292057952508333,0.003306720917823497,0.28253443813234314
Resort Hotel,PAK,4,2,0.5,0.6020599913279624,0.31795655561371594,0.11247624389842793,0.18204344438628406,0.0975031175727972,0.5384099936546347
Resort Hotel,PER,1,0,0,0,0.2439825842088595,0.11420677911254053,0.2439825842088595,0.020137297148280053,0.4678278712694389
Resort Hotel,PHL,16,9,0.5625,1.2041199826559248,0.4272330455725008,0.09163527392445533,0.1352669544274992,0.24762790868056836,0.6068381824644332
Resort Hotel,PLW,1,0,0,0,0.2439825842088595,0.11420677911254053,0.2439825842088595,0.020137297148280053,0.4678278712694389
Resort Hotel,POL,333,39,0.11711711711711711,2.5224442335063197,0.1226386454313583,0.017630955723911535,0.005521528314241186,0.0880819722124917,0.1571953186502249
Resort Hotel,PRI,9,0,0,0.9542425094393249,0.155830110246438,0.07707853707205398,0.155830110246438,0.004756177585212212,0.3069040429076638
Resort Hotel,PRT,17630,7438,0.4218944980147476,4.246252312299322,0.42177580527935665,0.003717928199569385,1.1869273539094616e-4,0.41448866600820067,0.42906294455051264
Resort Hotel,QAT,1,0,0,0,0.2439825842088595,0.11420677911254053,0.2439825842088595,0.020137297148280053,0.4678278712694389
Resort Hotel,ROU,177,32,0.1807909604519774,2.247973266361807,0.18644168180347345,0.028244049876793936,0.005650721351496052,0.13108334404495733,0.24180001956198957
Resort Hotel,RUS,189,61,0.32275132275132273,2.2764618041732443,0.3188373093680612,0.0327779549293616,0.003914013383261528,0.2545925177065125,0.38308210102960993
Resort Hotel,SAU,1,0,0,0,0.2439825842088595,0.11420677911254053,0.2439825842088595,0.020137297148280053,0.4678278712694389
Resort Hotel,SEN,1,1,1,0,0.3146945873504639,0.12349042568635764,0.6853054126495361,0.07265335300520293,0.5567358216957249
Resort Hotel,SGP,4,0,0,0.6020599913279624,0.20128317475250562,0.09684362713330578,0.20128317475250562,0.011469665571226278,0.39109668393378494
Resort Hotel,SMR,1,0,0,0,0.2439825842088595,0.11420677911254053,0.2439825842088595,0.020137297148280053,0.4678278712694389
Resort Hotel,SRB,7,0,0,0.8450980400142568,0.17130336128201293,0.08395195807375569,0.17130336128201293,0.006757523457451786,0.33584919910657407
Resort Hotel,SUR,4,0,0,0.6020599913279624,0.20128317475250562,0.09684362713330578,0.20128317475250562,0.011469665571226278,0.39109668393378494
Resort Hotel,SVK,12,3,0.25,1.0791812460476249,0.2565588788859696,0.08709997301862457,0.006558878885969621,0.08584293176946547,0.4272748260024738
Resort Hotel,SVN,11,1,0.09090909090909091,1.0413926851582251,0.18434239043485826,0.0789189129311691,0.09343329952576734,0.029661321089766823,0.3390234597799497
Resort Hotel,SWE,304,73,0.24013157894736842,2.482873583608754,0.2410604755214739,0.024018163568830617,9.2889657410547e-4,0.19398487492656588,0.2881360761163819
Resort Hotel,SYC,1,1,1,0,0.3146945873504639,0.12349042568635764,0.6853054126495361,0.07265335300520293,0.5567358216957249
Resort Hotel,SYR,1,0,0,0,0.2439825842088595,0.11420677911254053,0.2439825842088595,0.020137297148280053,0.4678278712694389
Resort Hotel,TGO,1,0,0,0,0.2439825842088595,0.11420677911254053,0.2439825842088595,0.020137297148280053,0.4678278712694389
Resort Hotel,THA,6,0,0,0.7781512503836436,0.18025250552428349,0.0878594571811311,0.18025250552428349,0.008047969449266529,0.35245704159930047
Resort Hotel,TUN,1,1,1,0,0.3146945873504639,0.12349042568635764,0.6853054126495361,0.07265335300520293,0.5567358216957249
Resort Hotel,TUR,23,7,0.30434782608695654,1.3617278360175928,0.28914856812769646,0.07541272443276932,0.015199257959260082,0.1413396282394686,0.4369575080159243
Resort Hotel,TWN,12,0,0,1.0791812460476249,0.13723601525133167,0.06862482657436211,0.13723601525133167,0.002731355165581928,0.2717406753370814
Resort Hotel,UGA,1,0,0,0,0.2439825842088595,0.11420677911254053,0.2439825842088595,0.020137297148280053,0.4678278712694389
Resort Hotel,UKR,23,0,0,1.3617278360175928,0.09546739227480698,0.04888035261501237,0.09546739227480698,-3.380988506172661e-4,0.19127288340023124
Resort Hotel,URY,8,3,0.375,0.9030899869919435,0.30509931004222346,0.10014062065759385,0.06990068995777654,0.10882369355333951,0.5013749265311074
Resort Hotel,USA,479,72,0.15031315240083507,2.680335513414563,0.153310203102075,0.016240617382836182,0.0029970507012399283,0.12147859303171607,0.18514181317243392
Resort Hotel,UZB,1,0,0,0,0.2439825842088595,0.11420677911254053,0.2439825842088595,0.020137297148280053,0.4678278712694389
Resort Hotel,VEN,3,1,0.3333333333333333,0.47712125471966244,0.27570349459811716,0.11122499612477742,0.057629838735216155,0.05770250219355344,0.4937044870026809
Resort Hotel,VNM,2,0,0,0.3010299956639812,0.2278694770330245,0.10779501384749474,0.2278694770330245,0.016591249891934806,0.4391477041741142
Resort Hotel,ZAF,18,5,0.2777777777777778,1.255272505103306,0.2713507561063315,0.07968056946256358,0.006427021671446265,0.11517683995970693,0.4275246722529561
Resort Hotel,ZMB,1,0,0,0,0.2439825842088595,0.11420677911254053,0.2439825842088595,0.020137297148280053,0.4678278712694389
Resort Hotel,ZWE,2,0,0,0.3010299956639812,0.2278694770330245,0.10779501384749474,0.2278694770330245,0.016591249891934806,0.4391477041741142
